PAY,CNT,PAY_DATE
"23328,00782",23014,06.10.2018
"11452,96899",10450,07.10.2018
"34277,23217",30322,08.10.2018
"35948,43859",32340,09.10.2018
"37296,44649",33024,10.10.2018
"31864,03121",27224,11.10.2018
"32403,2641",31152,12.10.2018
"29260,79534",33731,13.10.2018
"17803,81016",19803,14.10.2018
"67460,89269",90971,15.10.2018
"78804,14465",113249,16.10.2018
"87616,09083",126044,17.10.2018
"86895,97598",124858,18.10.2018
"88287,03037",129735,19.10.2018
"75336,71955",111351,20.10.2018
"29640,87485",36916,21.10.2018
"96290,37413",137292,22.10.2018
"94079,36852",132658,23.10.2018
"92886,63992",125899,24.10.2018
"79257,57408",102388,25.10.2018
"62903,25437",76120,26.10.2018
"49039,53165",60636,27.10.2018
"23964,33796",26683,28.10.2018
"74770,37808",87809,29.10.2018
"74313,07401",83876,30.10.2018
"74157,08846",77127,31.10.2018
"36324,71321",32892,01.11.2018
"30257,95636",27178,02.11.2018
"23810,35301",23265,03.11.2018
"11296,37424",11428,04.11.2018
"16009,78234",15776,05.11.2018
"43152,23303",36994,06.11.2018
"36495,03982",30558,07.11.2018
"30994,23956",26171,08.11.2018
"33291,68884",28639,09.11.2018
"27688,55555",26252,10.11.2018
"15790,57562",14433,11.11.2018
"47052,31989",45594,12.11.2018
"46501,23661",48197,13.11.2018
"69863,90235",84005,14.11.2018
"84997,39087",110805,15.11.2018
"88278,95329",124636,16.11.2018
"70821,70705",102672,17.11.2018
"30166,01447",35068,18.11.2018
"107102,8975",148478,19.11.2018
"107168,0727",140460,20.11.2018
"96077,7277",130013,21.11.2018
"88812,26641",116103,22.11.2018
"89047,97499",115469,23.11.2018
"75245,28803",98409,24.11.2018
"35083,06693",39615,25.11.2018
"81129,97685",97359,26.11.2018
"69230,94455",80160,27.11.2018
"66323,80013",74097,28.11.2018
"72675,73813",78065,29.11.2018
"83950,32179",90436,30.11.2018
"33453,52912",33141,01.12.2018
"16881,43809",15213,02.12.2018
"43261,77417",38587,03.12.2018
"35130,31249",29552,04.12.2018
"35662,10174",30746,05.12.2018
"32244,3076",26799,06.12.2018
"35058,29624",27610,07.12.2018
"28199,94226",23632,08.12.2018
"15750,39014",13408,09.12.2018
"45992,40574",37789,10.12.2018
"39279,92975",32526,11.12.2018
"46365,18027",44204,12.12.2018
"63468,09586",68699,13.12.2018
"81786,83005",101063,14.12.2018
"75456,86225",98222,15.12.2018
"41649,22301",48760,16.12.2018
"110400,7881",142092,17.12.2018
"104557,0916",136298,18.12.2018
"101625,9695",132756,19.12.2018
"107168,4631",135326,20.12.2018
"100913,6142",125842,21.12.2018
"82384,91929",107110,22.12.2018
"49209,11918",58159,23.12.2018
"120261,2751",144637,24.12.2018
"101274,9582",114161,25.12.2018
"86962,32413",93881,26.12.2018
"80333,70433",83803,27.12.2018
"85313,12148",83612,28.12.2018
"83847,35042",81002,29.12.2018
"50031,16783",49393,30.12.2018
"21395,23794",18613,31.12.2018
"4992,769208",4475,01.01.2019
"7078,990994",6509,02.01.2019
"9743,300117",9591,03.01.2019
"10931,12186",10455,04.01.2019
"12245,37849",12373,05.01.2019
"9783,04922",9959,06.01.2019
"7316,858052",6301,07.01.2019
"10658,2561",9218,08.01.2019
"46160,40205",40537,09.01.2019
"47773,00701",41354,10.01.2019
"36755,30106",32083,11.01.2019
"29711,74174",28927,12.01.2019
"16130,35595",14708,13.01.2019
"59806,11716",64034,14.01.2019
"80624,70906",92772,15.01.2019
"90778,09439",114089,16.01.2019
"88485,66081",113915,17.01.2019
"103054,6653",132868,18.01.2019
"81027,91902",108979,19.01.2019
"42131,76573",48088,20.01.2019
"113751,0688",147260,21.01.2019
"106422,0814",135489,22.01.2019
"101279,7836",126499,23.01.2019
"97414,32959",118381,24.01.2019
"86785,06851",103453,25.01.2019
"59639,04875",73227,26.01.2019
"26426,14024",27876,27.01.2019
"79719,92112",86789,28.01.2019
"76727,0971",81307,29.01.2019
"75706,79467",80042,30.01.2019
"77915,0048",76295,31.01.2019
"40585,55346",32644,01.02.2019
"27094,12984",23671,02.02.2019
"18364,1019",15908,03.02.2019
"36742,34913",30239,04.02.2019
"46824,27296",37297,05.02.2019
"42016,62349",33524,06.02.2019
"28463,61072",21487,07.02.2019
"42367,36849",36375,08.02.2019
"30513,12962",29997,09.02.2019
"17233,87191",16757,10.02.2019
"64987,37184",59409,11.02.2019
"62468,48766",63664,12.02.2019
"72388,90758",81708,13.02.2019
"77115,02086",93470,14.02.2019
"86456,48426",108274,15.02.2019
"72849,05565",93939,16.02.2019
"31018,87599",33648,17.02.2019
"95968,76538",122489,18.02.2019
"96265,33745",121273,19.02.2019
"107016,5037",129491,20.02.2019
"103877,7011",124505,21.02.2019
"102714,6097",129254,22.02.2019
"38092,02213",40795,23.02.2019
"45128,28953",47743,24.02.2019
"134504,05",156747,25.02.2019
"100637,9011",110888,26.02.2019
"98666,5752",105977,27.02.2019
"118085,8021",118281,28.02.2019
"57224,64024",48854,01.03.2019
"35858,05135",33497,02.03.2019
"21157,66997",18785,03.03.2019
"44778,46298",39906,04.03.2019
"39151,68433",33497,05.03.2019
"34090,11319",27914,06.03.2019
"32991,23683",26791,07.03.2019
"17676,01513",14600,08.03.2019
"18988,04943",16643,09.03.2019
"18589,94915",16210,10.03.2019
"45107,92246",36831,11.03.2019
"47261,63967",42364,12.03.2019
"60454,25841",66058,13.03.2019
"77821,57484",95305,14.03.2019
"97113,67285",124324,15.03.2019
"77291,64254",105345,16.03.2019
"34599,48667",39335,17.03.2019
"106680,634",142520,18.03.2019
"101586,9532",136174,19.03.2019
"108738,9104",140096,20.03.2019
"101263,8844",128680,21.03.2019
"97824,8928",125800,22.03.2019
"81312,4663",104500,23.03.2019
"40907,9468",45644,24.03.2019
"110050,8262",133070,25.03.2019
"71017,26143",79683,26.03.2019
"69357,63596",76973,27.03.2019
"69783,73563",73389,28.03.2019
"69990,4851",74834,29.03.2019
"55538,83856",62988,30.03.2019
"34138,5391",33514,31.03.2019
"46929,3426",41543,01.04.2019
"34881,62226",29616,02.04.2019
"32627,1378",27416,03.04.2019
"30451,19603",24322,04.04.2019
"34067,20902",29203,05.04.2019
"23282,52661",20811,06.04.2019
"13088,42958",11039,07.04.2019
"31228,05003",24622,08.04.2019
"35817,80337",28490,09.04.2019
"45901,78074",40755,10.04.2019
"52966,423",52699,11.04.2019
"66958,52771",81711,12.04.2019
"57892,0033",76343,13.04.2019
"29166,95795",32623,14.04.2019
"95507,19664",128546,15.04.2019
"90709,62219",120224,16.04.2019
"87863,87015",116781,17.04.2019
"80060,8856",106150,18.04.2019
"86001,76023",118063,19.04.2019
"71584,09871",98560,20.04.2019
"32027,24005",38756,21.04.2019
"103251,157",136976,22.04.2019
"96054,00655",125599,23.04.2019
"89631,65699",115855,24.04.2019
"83941,05487",102038,25.04.2019
"67763,77784",78517,26.04.2019
"46697,32772",56958,27.04.2019
"23394,36722",24907,28.04.2019
"85984,65164",98564,29.04.2019
"91550,49541",98874,30.04.2019
"19985,69464",17279,01.05.2019
"15142,14061",13471,02.05.2019
"19855,25076",19732,03.05.2019
"18871,7735",19045,04.05.2019
"17228,75855",16938,05.05.2019
"45657,48307",40870,06.05.2019
"45315,85402",38477,07.05.2019
"41377,86997",37726,08.05.2019
"11795,23627",10696,09.05.2019
"17394,18912",17214,10.05.2019
"16340,16155",16925,11.05.2019
"16354,13636",16363,12.05.2019
"53802,16354",56501,13.05.2019
"60565,10493",68106,14.05.2019
"81291,93235",105070,15.05.2019
"87779,15468",124605,16.05.2019
"87621,17118",128172,17.05.2019
"61289,41126",91900,18.05.2019
"27895,43655",35235,19.05.2019
"113753,7579",163374,20.05.2019
"103363,5295",142486,21.05.2019
"98769,20126",134391,22.05.2019
"93076,25564",121837,23.05.2019
"88579,16244",118796,24.05.2019
"63672,0153",83336,25.05.2019
"29000,76153",31958,26.05.2019
"77228,88732",92769,27.05.2019
"67911,61689",81372,28.05.2019
"60761,69873",68791,29.05.2019
"66285,2704",74364,30.05.2019
"67571,59013",70897,31.05.2019
"25730,44123",24942,01.06.2019
"13850,20634",12656,02.06.2019
"42163,25074",38425,03.06.2019
"34961,18562",30343,04.06.2019
"46438,59428",42296,05.06.2019
"36136,01671",32010,06.06.2019
"29031,9464",25048,07.06.2019
"16890,60856",16430,08.06.2019
"13334,86184",12930,09.06.2019
"45322,26213",45373,10.06.2019
"48552,91584",51275,11.06.2019
"22510,57778",23173,12.06.2019
"60819,2491",74212,13.06.2019
"70002,84345",91540,14.06.2019
"53698,96065",75475,15.06.2019
"26931,34596",31322,16.06.2019
"93445,78699",135468,17.06.2019
"88824,15769",128605,18.06.2019
"87797,84186",125217,19.06.2019
"97703,85479",134809,20.06.2019
"86612,79483",123778,21.06.2019
"60895,62156",89393,22.06.2019
"32313,03282",39638,23.06.2019
"104440,6498",150057,24.06.2019
"91080,8165",121910,25.06.2019
"69579,26992",87674,26.06.2019
"66753,47485",82852,27.06.2019
"75809,20212",91323,28.06.2019
"50772,54698",65774,29.06.2019
"36660,74943",39514,30.06.2019
"47462,43548",48643,01.07.2019
"36847,6287",35916,02.07.2019
"36880,55725",35187,03.07.2019
"33962,02207",32288,04.07.2019
"45146,82743",41929,05.07.2019
"24407,44315",23883,06.07.2019
"13706,37247",12969,07.07.2019
"35582,34726",32425,08.07.2019
"35251,05681",34510,09.07.2019
"50820,2779",56234,10.07.2019
"51113,69512",59141,11.07.2019
"52773,97983",66327,12.07.2019
"42267,78009",61302,13.07.2019
"21196,07991",25750,14.07.2019
"77627,87267",116700,15.07.2019
"79990,48267",119548,16.07.2019
"74726,67591",112909,17.07.2019
"67095,59334",103303,18.07.2019
"76675,61711",117761,19.07.2019
"64079,78293",101715,20.07.2019
"24609,14926",33303,21.07.2019
"86343,48579",136628,22.07.2019
"78519,028",119661,23.07.2019
"73086,81462",110244,24.07.2019
"70984,46031",98794,25.07.2019
"51945,53925",67513,26.07.2019
"31261,30224",42517,27.07.2019
"19672,15403",22831,28.07.2019
"66151,26756",86111,29.07.2019
"63341,0775",81176,30.07.2019
"65015,09973",76706,31.07.2019
"33955,68517",33475,01.08.2019
"27292,23157",26410,02.08.2019
"22146,15994",24073,03.08.2019
"15318,78124",16528,04.08.2019
"37960,12754",38688,05.08.2019
"30903,098",30489,06.08.2019
"25546,71117",24404,07.08.2019
"28265,9974",23925,08.08.2019
"37519,55312",35536,09.08.2019
"23492,53858",24220,10.08.2019
"12441,93692",12642,11.08.2019
"34630,01152",34751,12.08.2019
"42157,00238",48178,13.08.2019
"56572,18668",74065,14.08.2019
"75455,64755",107516,15.08.2019
"79746,13359",119672,16.08.2019
"55421,11682",86950,17.08.2019
"25921,05952",33448,18.08.2019
"96232,9167",147808,19.08.2019
"102733,8599",153994,20.08.2019
"91923,43815",136547,21.08.2019
"85569,2132",126645,22.08.2019
"82579,12988",120625,23.08.2019
"60703,93623",88497,24.08.2019
"29295,26697",37103,25.08.2019
"76977,38779",103994,26.08.2019
"64020,15312",82571,27.08.2019
"58279,46311",72080,28.08.2019
"54667,22654",66670,29.08.2019
"57228,33728",71371,30.08.2019
"45293,3795",54848,31.08.2019
"15958,36477",14935,01.09.2019
"35289,18969",34348,02.09.2019
"37647,03254",35765,03.09.2019
"34008,48018",32118,04.09.2019
"36022,29787",34001,05.09.2019
"30517,67949",28635,06.09.2019
"23022,75038",21674,07.09.2019
"16356,86921",15491,08.09.2019
"40033,62145",36616,09.09.2019
"39943,66548",38592,10.09.2019
"44176,44648",44901,11.09.2019
"49799,44838",56353,12.09.2019
"54058,90629",68652,13.09.2019
"47013,81763",66832,14.09.2019
"27018,12549",31405,15.09.2019
"81587,55679",116686,16.09.2019
"82082,29661",119173,17.09.2019
"81321,62377",125211,18.09.2019
"83291,40892",126148,19.09.2019
"90328,54914",133000,20.09.2019
"60468,5906",90736,21.09.2019
"32841,15199",41471,22.09.2019
"97167,58631",146355,23.09.2019
"85805,36858",124785,24.09.2019
"80609,83367",108354,25.09.2019
"61936,31829",78773,26.09.2019
"59549,50432",75481,27.09.2019
"47753,62848",61856,28.09.2019
"31713,02429",34798,29.09.2019
"95175,80958",110815,30.09.2019
"41371,91986",37313,01.10.2019
"32711,83805",29333,02.10.2019
"36912,56443",33698,03.10.2019
"32356,15933",29360,04.10.2019
"26348,99687",24924,05.10.2019
"23167,56447",21486,06.10.2019
"39743,67218",33379,07.10.2019
"34595,78196",27805,08.10.2019
"35426,83056",31352,09.10.2019
"50592,5866",48305,10.10.2019
"53172,6788",58134,11.10.2019
"42625,88736",49817,12.10.2019
"25194,47871",26322,13.10.2019
"67650,02914",85956,14.10.2019
"87130,18822",117826,15.10.2019
"84012,60306",119369,16.10.2019
"78279,67377",109389,17.10.2019
"84041,39048",123299,18.10.2019
"66190,71812",96598,19.10.2019
"41161,02581",50205,20.10.2019
"99780,76234",141269,21.10.2019
"89072,96663",123396,22.10.2019
"83472,38543",113726,23.10.2019
"75282,02504",99499,24.10.2019
"77472,43806",97343,25.10.2019
"47374,05113",57707,26.10.2019
"25434,64829",28436,27.10.2019
"72238,68259",82969,28.10.2019
"61670,38575",67916,29.10.2019
"64090,94265",72440,30.10.2019
"64855,10477",68283,31.10.2019
"32867,53978",27761,01.11.2019
"22064,56107",19986,02.11.2019
"15354,84683",14598,03.11.2019
"16707,97083",15548,04.11.2019
"45417,85832",39529,05.11.2019
"48324,47979",40625,06.11.2019
"36692,92765",28650,07.11.2019
"34034,37102",28754,08.11.2019
"27595,23846",24362,09.11.2019
"21351,77183",19839,10.11.2019
"43704,19135",37932,11.11.2019
"50250,59014",48418,12.11.2019
"54216,06401",57400,13.11.2019
"64615,23689",70252,14.11.2019
"72850,90608",89258,15.11.2019
"63079,803",85763,16.11.2019
"34967,78819",41336,17.11.2019
"96339,16636",137007,18.11.2019
"99958,99972",145443,19.11.2019
"116187,147",157631,20.11.2019
"107768,6127",143194,21.11.2019
"99607,23681",136207,22.11.2019
"78478,77725",108577,23.11.2019
"43069,32963",49733,24.11.2019
"102999,6422",129804,25.11.2019
"77870,93701",90231,26.11.2019
"67461,83923",77388,27.11.2019
"69469,6566",76680,28.11.2019
"73063,9775",78955,29.11.2019
"68635,32575",75001,30.11.2019
"25246,97732",21283,01.12.2019
"48320,53013",40215,02.12.2019
"41253,20286",32868,03.12.2019
"35177,38026",28000,04.12.2019
"47880,60897",39185,05.12.2019
"37460,62236",29082,06.12.2019
"23610,00676",20001,07.12.2019
"16829,02643",13932,08.12.2019
"40529,14711",33425,09.12.2019
"54803,94606",49463,10.12.2019
"62434,46248",60506,11.12.2019
"73745,66007",84252,12.12.2019
"89930,63449",107375,13.12.2019
"70037,3854",88272,14.12.2019
"42825,05611",47082,15.12.2019
"105649,3995",131185,16.12.2019
"97269,64824",120996,17.12.2019
"91484,26886",108665,18.12.2019
"101095,938",119136,19.12.2019
"115135,7706",139731,20.12.2019
"83441,59113",105647,21.12.2019
"47281,19545",52947,22.12.2019
"116517,0763",138424,23.12.2019
"108492,2532",125466,24.12.2019
"110099,6658",117989,25.12.2019
"83725,11855",84913,26.12.2019
"77691,33242",75284,27.12.2019
"64180,13663",65237,28.12.2019
"37485,31958",35716,29.12.2019
"79691,48269",74229,30.12.2019
"43465,63814",32724,31.12.2019
"7973,139052",6496,01.01.2020
"9855,011039",8621,02.01.2020
"13059,12285",12218,03.01.2020
"11971,04647",11376,04.01.2020
"15176,26891",14878,05.01.2020
"15922,75324",14640,06.01.2020
"13710,53973",12067,07.01.2020
"16351,43727",13591,08.01.2020
"48995,24109",41931,09.01.2020
"53821,80091",47758,10.01.2020
"39390,43071",39554,11.01.2020
"23868,25167",22753,12.01.2020
"59250,13275",63005,13.01.2020
"71023,34381",84774,14.01.2020
"87697,45263",109372,15.01.2020
"91123,88033",116824,16.01.2020
"99367,15616",132876,17.01.2020
"79126,02021",108581,18.01.2020
"40662,57709",45038,19.01.2020
"125905,5804",159949,20.01.2020
"111514,5413",139516,21.01.2020
"99420,95996",124058,22.01.2020
"92936,67653",113014,23.01.2020
"103816,1934",122465,24.01.2020
"78993,75043",92097,25.01.2020
"37098,05356",36814,26.01.2020
"73461,21938",81338,27.01.2020
"68523,73799",71506,28.01.2020
"60992,95439",63550,29.01.2020
"61815,4495",62957,30.01.2020
"69880,00351",65792,31.01.2020
"21022,51527",18858,01.02.2020
"31305,52999",24918,02.02.2020
"39223,66843",29943,03.02.2020
"34797,13587",26778,04.02.2020
"46290,73088",36292,05.02.2020
"40516,99906",30974,06.02.2020
"31493,74541",24138,07.02.2020
"24877,87721",21421,08.02.2020
"20138,04756",17453,09.02.2020
"58890,23246",51727,10.02.2020
"62021,66683",59491,11.02.2020
"70581,31944",77050,12.02.2020
"75554,00693",90612,13.02.2020
"83671,4338",106241,14.02.2020
"78543,39705",98488,15.02.2020
"39263,18125",40941,16.02.2020
"100010,8443",122616,17.02.2020
"95142,66137",117614,18.02.2020
"97824,20871",124155,19.02.2020
"112375,7023",138590,20.02.2020
"105437,457",133106,21.02.2020
"78513,57036",98298,22.02.2020
"24548,95255",24682,23.02.2020
"56473,69185",63230,24.02.2020
"128700,6901",149836,25.02.2020
"89901,24664",97050,26.02.2020
"83089,78854",88645,27.02.2020
"92426,53406",94550,28.02.2020
"79324,71337",82218,29.02.2020
"26838,64289",22122,01.03.2020
"46740,73819",37790,02.03.2020
"40117,87764",32905,03.03.2020
"39956,2168",32260,04.03.2020
"48202,29613",38965,05.03.2020
"35304,80238",28128,06.03.2020
"23461,14615",19168,07.03.2020
"9805,982101",8201,08.03.2020
"17618,17208",14937,09.03.2020
"48287,1284",38796,10.03.2020
"49088,92499",43335,11.03.2020
"61216,67026",63515,12.03.2020
"76061,41319",93364,13.03.2020
"69951,38414",92903,14.03.2020
"40059,96439",44230,15.03.2020
"92373,87466",123778,16.03.2020
"101777,4907",132983,17.03.2020
"90483,19314",117239,18.03.2020
"96411,55206",124774,19.03.2020
"110721,3163",140403,20.03.2020
"80288,786",102725,21.03.2020
"42783,02216",46576,22.03.2020
"103146,5067",130929,23.03.2020
"95439,12951",114811,24.03.2020
"101780,9674",111903,25.03.2020
"73753,71606",79888,26.03.2020
"74367,2966",82187,27.03.2020
"47786,25106",49471,28.03.2020
"25922,56738",23926,29.03.2020
"37353,96445",33240,30.03.2020
"38657,0601",34613,31.03.2020
"22906,94329",19022,01.04.2020
"19582,82991",17682,02.04.2020
"20728,76058",18884,03.04.2020
"18637,63018",17273,04.04.2020
"30379,8629",29297,05.04.2020
"28710,59743",25346,06.04.2020
"21496,94361",17717,07.04.2020
"20426,13232",17154,08.04.2020
"26472,54767",22116,09.04.2020
"36443,95147",32461,10.04.2020
"23756,65168",20830,11.04.2020
"18983,21475",17009,12.04.2020
"32344,98212",28774,13.04.2020
"38718,36208",37320,14.04.2020
"59821,31554",62963,15.04.2020
"67923,92254",74866,16.04.2020
"81563,74508",90421,17.04.2020
"54941,74546",60331,18.04.2020
"39181,92399",42420,19.04.2020
"108969,6398",125830,20.04.2020
"87978,51713",101004,21.04.2020
"89982,13875",101730,22.04.2020
"89245,6789",96751,23.04.2020
"102029,7682",106234,24.04.2020
"66179,81062",68694,25.04.2020
"37999,38217",37267,26.04.2020
"71391,4205",73274,27.04.2020
"67013,45995",69235,28.04.2020
"69703,18129",70656,29.04.2020
"90141,08977",85910,30.04.2020
"29548,82256",23273,01.05.2020
"20000,12863",17195,02.05.2020
"21752,2151",19401,03.05.2020
"27820,33966",25113,04.05.2020
"28368,83515",26271,05.05.2020
"36931,77941",34264,06.05.2020
"48579,59942",41923,07.05.2020
"42845,74006",37927,08.05.2020
"18083,64403",15226,09.05.2020
"21179,62047",19927,10.05.2020
"28710,46776",26614,11.05.2020
"54349,22199",51463,12.05.2020
"53140,61772",51391,13.05.2020
"57688,06005",55981,14.05.2020
"75164,64638",72946,15.05.2020
"55710,11328",57289,16.05.2020
"34921,45135",34063,17.05.2020
"89037,58645",94822,18.05.2020
"106010,3428",118005,19.05.2020
"133840,8338",151095,20.05.2020
"123281,1651",138586,21.05.2020
"121311,8079",138094,22.05.2020
"79123,71259",89548,23.05.2020
"50063,72211",52091,24.05.2020
"123689,0396",133518,25.05.2020
"90833,67182",91784,26.05.2020
"74317,84315",73016,27.05.2020
"66978,58002",66262,28.05.2020
"65229,56946",63484,29.05.2020
"46445,74959",45135,30.05.2020
"38515,77079",36018,31.05.2020
"52992,53247",43842,01.06.2020
"41276,28346",33928,02.06.2020
"38091,94277",30919,03.06.2020
"33605,02013",27984,04.06.2020
"47510,50132",41595,05.06.2020
"31385,33509",27833,06.06.2020
"16039,71882",13754,07.06.2020
"35311,32134",28959,08.06.2020
"33198,95983",28232,09.06.2020
"48022,66686",43364,10.06.2020
"54462,15404",46115,11.06.2020
"25723,36912",21758,12.06.2020
"26046,81579",25476,13.06.2020
"20384,11748",19652,14.06.2020
"59188,47946",63930,15.06.2020
"74318,6438",81153,16.06.2020
"75397,91641",91968,17.06.2020
"79186,00433",99218,18.06.2020
"91459,54555",119130,19.06.2020
"80766,41645",106523,20.06.2020
"43580,72091",50843,21.06.2020
"106929,1279",142690,22.06.2020
"106907,5125",137617,23.06.2020
"62417,86866",72981,24.06.2020
"107912,6013",128563,25.06.2020
"77576,19534",84283,26.06.2020
"45805,9364",50508,27.06.2020
"34791,81785",34997,28.06.2020
"87654,96351",94608,29.06.2020
"90698,01437",91932,30.06.2020
"38991,35178",32160,01.07.2020
"51480,45611",43948,02.07.2020
"41891,53268",36094,03.07.2020
"25741,4864",23433,04.07.2020
"22721,78997",22279,05.07.2020
"48898,46521",42835,06.07.2020
"37779,00554",31317,07.07.2020
"32561,35451",27275,08.07.2020
"32327,37874",27911,09.07.2020
"38819,12583",34626,10.07.2020
"25737,1218",23029,11.07.2020
"17248,69118",16123,12.07.2020
"36393,84474",33634,13.07.2020
"47042,67721",44278,14.07.2020
"58786,74414",64195,15.07.2020
"64059,73508",78263,16.07.2020
"71795,75372",95186,17.07.2020
"53555,58614",74196,18.07.2020
"34441,15401",41129,19.07.2020
"108855,1036",150295,20.07.2020
"103321,2563",142862,21.07.2020
"101636,1032",132412,22.07.2020
"88400,30156",114442,23.07.2020
"97568,00696",124970,24.07.2020
"67106,54065",83225,25.07.2020
"30120,93485",34215,26.07.2020
"67803,21933",82074,27.07.2020
"58508,76705",64325,28.07.2020
"57666,79841",65173,29.07.2020
"59369,10861",63901,30.07.2020
"57347,27336",59121,31.07.2020
"28075,12445",26377,01.08.2020
"18013,88813",17406,02.08.2020
"39633,6281",35824,03.08.2020
"35426,57384",30921,04.08.2020
"39436,13043",37231,05.08.2020
"41812,66932",39095,06.08.2020
"33979,33226",31530,07.08.2020
"22532,41367",21718,08.08.2020
"16953,22937",16932,09.08.2020
"49672,26985",50522,10.08.2020
"49673,53495",53739,11.08.2020
"54738,48209",64870,12.08.2020
"64978,35611",77693,13.08.2020
"66707,69366",85858,14.08.2020
"52827,63422",69594,15.08.2020
"31388,11006",37038,16.08.2020
"77508,50473",107245,17.08.2020
"76036,14169",106116,18.08.2020
"73302,6122",102638,19.08.2020
"86917,04112",119953,20.08.2020
"73485,83796",100152,21.08.2020
"54438,75471",74213,22.08.2020
"40682,59332",49688,23.08.2020
"88716,04129",122531,24.08.2020
"84771,12764",107764,25.08.2020
"61823,37612",71913,26.08.2020
"48666,6647",55043,27.08.2020
"50998,18919",58187,28.08.2020
"39950,48913",45491,29.08.2020
"31099,05448",33139,30.08.2020
"66966,43276",72171,31.08.2020
"36612,99484",32641,01.09.2020
"31657,81463",27368,02.09.2020
"29897,38513",27056,03.09.2020
"28770,90077",25900,04.09.2020
"26052,51549",25809,05.09.2020
"26116,99656",26181,06.09.2020
"37875,25456",33379,07.09.2020
"32340,40231",28388,08.09.2020
"34865,22254",33182,09.09.2020
"44807,76395",47044,10.09.2020
"44869,99739",51531,11.09.2020
"37009,72572",45769,12.09.2020
"26147,83817",29270,13.09.2020
"67437,71996",85481,14.09.2020
"75596,22722",98409,15.09.2020
"72828,11768",98472,16.09.2020
"75441,12998",102136,17.09.2020
"77725,20887",107488,18.09.2020
"60463,06293",84246,19.09.2020
"46751,2384",57501,20.09.2020
"93832,0563",131243,21.09.2020
"84198,48078",112316,22.09.2020
"78491,97476",102715,23.09.2020
"75512,94988",97037,24.09.2020
"80034,37945",96217,25.09.2020
"45020,36161",51542,26.09.2020
"30531,73133",32572,27.09.2020
"66520,56313",76608,28.09.2020
"66130,81772",74157,29.09.2020
"77245,67552",81840,30.09.2020
"39109,15482",33472,01.10.2020
"31831,31507",28275,02.10.2020
"25836,41471",24305,03.10.2020
"20826,80977",19431,04.10.2020
"40052,28763",35609,05.10.2020
"46559,93965",41400,06.10.2020
"34496,52674",29056,07.10.2020
"32461,61442",27510,08.10.2020
"40227,84424",35661,09.10.2020
"33368,67674",32716,10.10.2020
"23210,99906",21422,11.10.2020
"45267,14648",44725,12.10.2020
"56134,79087",59774,13.10.2020
"69177,17974",82000,14.10.2020
"81818,34086",103774,15.10.2020
"79054,30927",104198,16.10.2020
"59580,07583",79234,17.10.2020
"39547,76907",44508,18.10.2020
"92816,43228",121855,19.10.2020
"108491,5914",138425,20.10.2020
"99981,11965",124630,21.10.2020
"88398,48647",105170,22.10.2020
"94555,1922",114819,23.10.2020
"77729,45621",93354,24.10.2020
"53799,28495",57469,25.10.2020
"78793,62216",86559,26.10.2020
"62722,65548",67733,27.10.2020
"57494,34023",60221,28.10.2020
"55038,00693",55364,29.10.2020
"57319,15115",58144,30.10.2020
"49416,60646",49336,31.10.2020
"23810,46891",20424,01.11.2020
"38362,03985",31564,02.11.2020
"33097,60525",27714,03.11.2020
"21225,21707",18416,04.11.2020
"40712,44764",35829,05.11.2020
"41118,06741",34711,06.11.2020
"24137,21178",20227,07.11.2020
"20424,92304",17085,08.11.2020
"37737,72776",31765,09.11.2020
"50549,03742",44456,10.11.2020
"48306,95566",45504,11.11.2020
"55361,29446",58275,12.11.2020
"66244,24159",77414,13.11.2020
"58788,57491",71966,14.11.2020
"42950,16184",45847,15.11.2020
"93458,86651",113687,16.11.2020
"89317,48221",109451,17.11.2020
"92766,46932",111635,18.11.2020
"107929,3935",132792,19.11.2020
"118594,0242",144990,20.11.2020
"80515,26222",100358,21.11.2020
"48973,54106",53148,22.11.2020
"103450,2162",126467,23.11.2020
"104667,4346",120004,24.11.2020
"90821,58083",97849,25.11.2020
"59326,99038",61089,26.11.2020
"58643,4682",60848,27.11.2020
"47130,08513",50436,28.11.2020
"36800,26519",35562,29.11.2020
"83038,36033",79103,30.11.2020
"44031,10815",35435,01.12.2020
"35764,29712",29029,02.12.2020
"35552,76887",28714,03.12.2020
"35548,95821",28018,04.12.2020
"38072,36243",33186,05.12.2020
"29491,1241",25111,06.12.2020
"40588,00505",31238,07.12.2020
"34142,45454",27628,08.12.2020
"40171,84061",33639,09.12.2020
"57987,1596",52118,10.12.2020
"56327,83532",55568,11.12.2020
"49435,8191",53528,12.12.2020
"35919,98385",34855,13.12.2020
"82618,33692",90820,14.12.2020
"100739,5019",115019,15.12.2020
"102835,9908",122111,16.12.2020
"100918,3565",119193,17.12.2020
"112872,0934",135838,18.12.2020
"101063,6204",122038,19.12.2020
"77656,0208",83073,20.12.2020
"116883,0454",136226,21.12.2020
"95831,53125",108081,22.12.2020
"101126,2882",107361,23.12.2020
"95952,20959",98657,24.12.2020
"90298,14895",87543,25.12.2020
"56475,23767",54508,26.12.2020
"37342,77207",33122,27.12.2020
"64599,78919",59693,28.12.2020
"62447,38593",52779,29.12.2020
"77367,48175",59453,30.12.2020
"44409,61017",30012,31.12.2020
"7981,790212",6113,01.01.2021
"10325,90914",8280,02.01.2021
"13583,99328",12606,03.01.2021
"15034,715",13368,04.01.2021
"17808,66436",17233,05.01.2021
